sw,op,arch,func,file_name,response
openssl-101u,O3,x86,asn1_bio_write,./data/decomp/openssl-101u_x86_gcc_O3_extraction/asn1_bio_write@081e5460.c,"The function `asn1_bio_write` writes data to a BIO object in ASN.1 format. It uses a state machine with five states to track the progress of the write operation. The function first checks if the input parameters are valid and then proceeds to write the data. If the input parameters are not valid, the function returns an error. The final state calls a callback function if one is provided."
openssl-101u,O3,x86,BIO_asn1_get_suffix,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BIO_asn1_get_suffix@081e5870.c,"This function takes a BIO object 'b' and two pointers to undefined1 types 'psuffix' and 'psuffix_free' as input parameters. It gets the suffix data of the ASN.1 object in the BIO object 'b' using the BIO_ctrl function with the control command '0x98' and passing a null pointer as the third parameter. If the length of the suffix data obtained is greater than zero, it assigns the pointer to the suffix data to the 'psuffix' pointer and the pointer to the memory allocated for the suffix data to the 'psuffix_free' pointer. It returns the length of the suffix data obtained. If the function encounters a stack corruption or stack smashing, it will call the __stack_chk_fail() function and terminate the program."
openssl-101u,O3,x86,BIO_asn1_set_prefix,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BIO_asn1_set_prefix@081e5770.c,"The function BIO_asn1_set_prefix sets the prefix string for a BIO object using the control command 0x95 and a prefix string pointer. It takes in a BIO object pointer, a pointer to a prefix string, and a pointer to a function that frees the prefix string. The function returns the result of the BIO_ctrl call, but if there is a stack check failure, it does not return."
openssl-101u,O3,x86,BN_get0_nist_prime_224,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_get0_nist_prime_224@081e58e0.c,"The `BN_get0_nist_prime_224()` function returns a pointer to a `BIGNUM` object that represents a specific prime number used in cryptography. The value of the `BIGNUM` object is stored in a static memory location named `_bignum_nist_p_224`. The function does not take any parameters and does not modify any data. The warning message indicates that the calling convention used by the function is not known to the decompiler, but this does not affect the functionality of the function."
openssl-101u,O3,x86,BN_get0_nist_prime_384,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_get0_nist_prime_384@081e5900.c,The function returns a pointer to a BIGNUM structure containing a NIST prime number with 384 bits. The prime number is stored in a static array of bytes called _bignum_nist_p_384. No arguments are taken and the calling convention is unspecified.
openssl-101u,O3,x86,BN_GF2m_add,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_GF2m_add@081dfc60.c,"The function takes in three parameters: a BIGNUM structure (which represents a large integer), and two integer arrays. The function adds the two integers represented by the integer arrays and stores the result in the BIGNUM structure. The function first checks which of the two integer arrays is larger and assigns them to variables accordingly. It then checks if the BIGNUM structure has enough memory allocated to hold the result. If not, it expands the memory allocation. The function then performs the addition operation by XORing the integers in the two arrays and storing the result in the BIGNUM structure. If one of the arrays is shorter than the other, the remaining integers in the larger array are copied to the BIGNUM structure. Finally, the function removes any leading zero integers in the BIGNUM structure and returns 1 to indicate success."
openssl-101u,O3,x86,BN_GF2m_mod,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_GF2m_mod@081dfe00.c,"The function BN_GF2m_mod takes two BIGNUM pointers as inputs, param_1 and param_2, and an integer array pointer param_3. It returns an undefined 4-byte value. The function first checks if the second element of param_3 is equal to 0. If it is, it sets an error message and returns 0. Next, it calculates the indexes of the non-zero bits in param_2 and stores them in the local array local_38. If there are more than 6 non-zero bits, it sets an error message and returns 0. If the first element of local_38 is 0, it sets param_1 to 0 and returns 1. Otherwise, it checks if param_1 is equal to param_2. If they are not equal, it checks if param_1's dmax is less than param_2's top. If it is, it expands param_1's size using bn_expand2."
openssl-101u,O3,x86,BN_GF2m_mod_arr,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_GF2m_mod_arr@081dfd60.c,"The function takes in three parameters: two BIGNUM pointers (param_1 and param_2) and an integer pointer (param_3). It returns an undefined value. The function first checks if the value pointed to by param_3 is zero. If it is, it sets the value of param_1 to zero using the BN_set_word function and returns 1. If the value pointed to by param_3 is not zero, the function checks if param_1 and param_2 are equal. If they are not equal, it expands the size of param_1 to match the size of param_2 using the bn_expand2 function. If bn_expand2 returns null, the function returns 0. If param_1 and param_2 are not equal and the expansion of param_1 is successful, the function copies the values of param_2 into param_1 using a loop that iterates through the number of words in param_2. It then sets the."
openssl-101u,O3,x86,BN_GF2m_mod_div,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_GF2m_mod_div@081e1700.c,"The function BN_GF2m_mod_div() takes in five parameters: three undefined 4-byte values, a BIGNUM pointer param_4, and a BN_CTX pointer param_5. It first calls BN_CTX_start() to initialize the BN_CTX object. It then calls BN_GF2m_mod_inv() to calculate the inverse of param_4 modulo param_3 and stores the result in a newly created BIGNUM object pBVar2. If pBVar2 is null or the inverse calculation fails, the function returns 0 and exits. Next, the function calculates the number of bits in param_4 and allocates memory for an array of integers of size (number of bits + 1) * 4. If the memory allocation fails, the function returns 0 and exits. The function then extracts the words of param_4 and stores the positions of the non-zero bits in the allocated array. If the extracted words are all zero, the function sets."
openssl-101u,O3,x86,BN_GF2m_mod_div_arr,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_GF2m_mod_div_arr@081e18b0.c,"This function takes in two undefined 4-byte values, an integer pointer, and a BN_CTX pointer. It initializes a BIGNUM variable ""a"" to 0 and sets bits in ""a"" based on the values in the integer pointer ""param_4"". It then initializes another BIGNUM variable ""pBVar3"" and computes the inverse of ""a"" modulo ""param_3"" using BN_GF2m_mod_inv(). The function allocates memory for an array of 4-byte integers based on the number of bits in ""a"" and fills this array with the positions of the set bits in ""a"". The function then calls BN_GF2m_mod_mul_arr() with the two undefined 4-byte values and ""pBVar3"" and the array of set bit positions. Finally, the function frees the allocated memory and returns a uint indicating success (1) or failure (0)."
openssl-101u,O3,x86,BN_GF2m_mod_mul,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_GF2m_mod_mul@081e0dc0.c,"The function BN_GF2m_mod_mul performs a modular multiplication operation on two BIGNUM values in GF(2^m) finite field. It takes five parameters, including three integers and two BIGNUM pointers. The function calculates the number of bits in the first BIGNUM value and allocates memory for an array of integers with a size of (bits + 1) * 4 bytes. It then checks if the top value of the first BIGNUM is not zero and proceeds to iterate over the words of the BIGNUM in reverse order, storing the indices of the set bits in the allocated array. The function checks if the allocated array has a size greater than or equal to the calculated number of bits, and if so, it calls the BN_GF2m_mod_mul_arr function with the allocated array as a parameter. If not, the function returns an error. Finally, the function frees the allocated memory."
openssl-101u,O3,x86,BN_GF2m_mod_mul_arr,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_GF2m_mod_mul_arr@081e0190.c,"The first function, BN_GF2m_mod_mul_arr(), performs multiplication of two arrays of integers in GF(2^m) field. It takes five arguments and uses a precomputed table of squares in GF(2^m) field if the input arrays are the same. The function returns a boolean value indicating whether the multiplication was successful or not.

The second function takes in three parameters and performs a series of operations on the input buffer to generate the output buffer. It initializes several variables and arrays, enters a loop that iterates over the input buffer in chunks of 8 bytes, performs a series of bitwise operations on the current chunk of the input buffer to generate two 32-bit values, and enters a nested loop that iterates over the local_40 array. The function updates the values of local_160 and local_15c based on the bitwise operations.

The third function is a decompiled version of a function in OpenSSL library that performs modular multiplication of two binary polynomials in GF(2^m) field. It takes five parameters and initializes some local variables, checks if the input parameters are valid, and checks if one of the input polynomials is zero and sets the result to zero if that is the case."
openssl-101u,O3,x86,BN_GF2m_mod_sqr,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_GF2m_mod_sqr@081e0f10.c,"The function BN_GF2m_mod_sqr() performs a modular squaring operation on a BIGNUM object in GF(2^m) field. It calculates the number of bits in the input BIGNUM object, extracts the non-zero bits, and checks if there are any non-zero bits. If there are, it performs the modular squaring operation using BN_GF2m_mod_sqr_arr() and returns the result. It frees the allocated memory and sets an error code if there was an error during execution."
openssl-101u,O3,x86,BN_GF2m_mod_sqrt,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_GF2m_mod_sqrt@081e1eb0.c,"The function BN_GF2m_mod_sqrt computes the square root of a given BIGNUM (param_3) in the finite field GF(2^m) using the irreducible polynomial specified by param_2. The result is stored in param_1. The function first allocates an array of integers to store the positions of the set bits in the binary representation of param_3. It then checks if param_3 is zero and returns 1 with param_1 set to 0 if so. Otherwise, it computes the positions of the set bits in param_3 and stores them in the array. If the array is not empty, the function sets a bit in a new BIGNUM (a) at the highest position in the array and computes the modular exponentiation of a using the irreducible polynomial specified by param_2. The result is stored in param_1. Finally, the function frees the memory allocated for the array and returns the result of the computation. If."
openssl-101u,O3,x86,BN_GF2m_mod_sqr_arr,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_GF2m_mod_sqr_arr@081dff80.c,"The function BN_GF2m_mod_sqr_arr in OpenSSL library performs binary field arithmetic. It takes four parameters - a BIGNUM pointer, two integer pointers, and a BN_CTX pointer. The function initializes the BN_CTX object, retrieves a BIGNUM object from it, and checks the size of the input array. It then expands the BIGNUM object if necessary and performs a squaring operation on the input array using a precomputed table. The result is stored in the BIGNUM object and the top field is set to reflect the actual number of words used to represent the result. The function returns false if the BIGNUM object is not retrieved successfully."
openssl-101u,O3,x86,BN_kronecker,./data/decomp/openssl-101u_x86_gcc_O3_extraction/BN_kronecker@081deef0.c,"The BN_kronecker function computes the Kronecker symbol of two BIGNUM pointers using an algorithm from the Handbook of Applied Cryptography. It initializes two BIGNUM pointers using BN_CTX_get and copies the input values into them using BN_copy. If either pointer is NULL, it returns -2. It then checks if either pointer is zero or odd and shifts one pointer right until it becomes even, keeping track of the number of shifts."
openssl-101u,O3,x86,by_dir_entry_free,./data/decomp/openssl-101u_x86_gcc_O3_extraction/by_dir_entry_free@08166860.c,"The function takes a pointer to a pointer to an unspecified type as its input parameter. It first checks if the value at the memory location pointed to by the input parameter is not equal to NULL. If it is not NULL, it frees the memory at that location using the CRYPTO_free function. Next, it checks if the third element of the array pointed to by the input parameter (which is assumed to be a stack) is not equal to NULL. If it is not NULL, it frees the memory allocated to the stack using the sk_pop_free function and passing in a function called by_dir_hash_free as a parameter. Finally, it frees the memory allocated to the entire array using the CRYPTO_free function and returns."
openssl-101u,O3,x86,cswift_rand_bytes,./data/decomp/openssl-101u_x86_gcc_O3_extraction/cswift_rand_bytes@0819edc0.c,"The `cswift_rand_bytes` function generates random bytes using the CryptoSwift library. It acquires an access context using the `CSwift_AcquireAccContext` function and generates random bytes in blocks of 1024 bytes using the `CSwift_SimpleRequest` function until the requested number of bytes is generated. The generated random bytes are then copied to the buffer pointed to by the first argument. If the requested number of bytes is not a multiple of 4, the function handles the remaining bytes separately. If any error occurs during the generation of random bytes, the function sets an error code using the `ERR_put_error` function and returns 0. Otherwise, it returns 1."
openssl-101u,O3,x86,d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS,./data/decomp/openssl-101u_x86_gcc_O3_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@081d9f40.c,"The function decodes data into an ASN1_VALUE structure using the ASN1_item_d2i function, taking in a double pointer to the ASN1_VALUE, a pointer to an unsigned character, and a long integer. The decoded value is stored in the memory location pointed to by the first parameter, and the function returns without any value."
openssl-101u,O3,x86,d2i_GOST_KEY_PARAMS,./data/decomp/openssl-101u_x86_gcc_O3_extraction/d2i_GOST_KEY_PARAMS@081d9e40.c,"The function d2i_GOST_KEY_PARAMS deserializes a uchar object into an ASN1_VALUE object using the ASN.1 schema defined in GOST_KEY_PARAMS_it. It takes three arguments: a pointer to an ASN1_VALUE object, a pointer to a uchar object, and a long integer, and returns void. The function calls the ASN1_item_d2i function with the appropriate arguments to perform the deserialization."
openssl-101u,O3,x86,decode_gost_algor_params,./data/decomp/openssl-101u_x86_gcc_O3_extraction/decode_gost_algor_params@081d79d0.c,"The function extracts algorithm parameters from X509_ALGOR and determines the algorithm type by converting ASN1_OBJECT to NID. If the algorithm is GOST R 34.10-2001, it creates an EC_KEY object and fills it with GOST2001 parameters using fill_GOST2001_params. If the algorithm is GOST R 34.10-94, it creates a DSA object and fills it with GOST94 parameters using fill_GOST94_params. If the algorithm is not recognized, an error is thrown. It returns 1 if EVP_PKEY type is successfully set, otherwise 0."
openssl-101u,O3,x86,DES_xcbc_encrypt,./data/decomp/openssl-101u_x86_gcc_O3_extraction/DES_xcbc_encrypt@081de220.c,"The functions `DES_xcbc_encrypt` and `perform_des_encryption` both perform encryption using the DES algorithm with an input byte array, an output byte array, a key, and an initialization vector. `DES_xcbc_encrypt` also takes in input and output words, a length value, and an encryption flag. Both functions process the input byte array in blocks of 8 bytes each, XORing each block with the previous block or the IV, depending on whether it is the first block or not. They also perform DES encryption on the XORed block using the given key and update the IV to be the last encrypted block. If the length of the input buffer is not a multiple of 8, both functions pad the input buffer with zeros to make it a multiple of 8. The only difference is that `DES_xcbc_encrypt` has additional logic to handle encryption and decryption based on the encryption flag."
openssl-101u,O3,x86,dgram_ctrl,./data/decomp/openssl-101u_x86_gcc_O3_extraction/dgram_ctrl@0811e8c0.c,The two functions take in four parameters and perform different actions based on the value of the second parameter. The first function returns a size_t value and either returns the value stored in a memory location or sets the value stored in a memory location and returns 1. The second function sets the size of a buffer and either copies the contents of a source buffer to a destination buffer or checks the contents of the source buffer and sets the size of the buffer accordingly.
openssl-101u,O3,x86,dlfcn_bind_func,./data/decomp/openssl-101u_x86_gcc_O3_extraction/dlfcn_bind_func@081e4600.c,"The function takes two integer parameters, param_1 and param_2. It checks if either of the parameters are equal to zero, and if so, it sets the variable ""line"" to 0x109 and the variable ""iVar1"" to 0x43. If both parameters are non-zero, it retrieves the number of elements in a stack stored at the memory address param_1+4 and stores it in the variable ""iVar1"". If the number of elements is less than 1, it sets the variable ""line"" to 0x10d and the variable ""iVar1"" to 0x69. If the number of elements in the stack is greater than or equal to 1, it retrieves the last element in the stack and stores it in the variable ""pvVar2"". It then calls the dlsym function with ""pvVar2"" and ""param_2"" as its parameters. If dlsym returns a non-zero value,"
openssl-101u,O3,x86,dlfcn_bind_var,./data/decomp/openssl-101u_x86_gcc_O3_extraction/dlfcn_bind_var@081e4700.c,"The function takes in two parameters, param_1 and param_2. If either parameter is 0, the function sets the line variable to 0xeb and returns 0x43. If there are less than 1 element in the stack pointed to by the value in param_1 + 4, the function sets the line variable to 0xef and returns 0x69. If there is at least one element, the function retrieves the last element from the stack and calls dlsym with that element and param_2 as arguments. If dlsym returns 0, the function sets an error message and returns 0. Otherwise, it returns the value returned by dlsym."
openssl-101u,O3,x86,dlfcn_globallookup,./data/decomp/openssl-101u_x86_gcc_O3_extraction/dlfcn_globallookup@081e4320.c,"The function uses the dlfcn library to dynamically load a shared library at runtime and look up a symbol within it. It takes a parameter of type undefined4, likely a symbol name or identifier. It first calls dlopen with a null pointer and a flag of 1 to open the current executable's symbol table and search for the given symbol. If dlopen returns 0, indicating an error, the function returns 0. Otherwise, it calls dlsym with the handle returned by dlopen and the symbol name parameter. If dlsym returns a non-null pointer, indicating success, the function returns that pointer. Finally, it calls dlclose to close the handle to the shared library."
openssl-101u,O3,x86,doapr_outch.constprop.0,./data/decomp/openssl-101u_x86_gcc_O3_extraction/doapr_outch.constprop.0@0811a260.c,"The function `doapr_outch_constprop_0` takes four parameters: two void pointer pointers `param_1_00` and `param_2`, and two unsigned integer pointers `param_3` and `param_1`. It checks if `param_2` is NULL or if the value pointed to by `param_3` is not equal to the value pointed to by `param_1`. If either of these conditions is true, the function jumps to `LAB_0811a278`. Otherwise, it continues with the next instruction. If `param_2` is NULL or the values of `param_3` and `param_1` are not equal, the function checks if the value pointed to by `param_3` is greater than `param_1`. If it is, the function returns 1. Otherwise, it assigns the value pointed to by `param_1_00` to a void pointer `pvVar1`."
openssl-101u,O3,x86,dtls1_link_min_mtu,./data/decomp/openssl-101u_x86_gcc_O3_extraction/dtls1_link_min_mtu@080bb4c0.c,"The function dtls1_link_min_mtu returns the hexadecimal value 0x100, which is equivalent to 256 in decimal. The purpose or meaning of this value is unknown without additional information."
openssl-101u,O3,x86,ec_GFp_mont_field_encode,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_mont_field_encode@081e2b20.c,"The function takes four parameters: an integer, a BIGNUM pointer, another BIGNUM pointer, and a BN_CTX pointer. The integer parameter is used to access a BN_MONT_CTX structure. The function first checks if the BN_MONT_CTX pointer is not null. If it is not null, it uses the BN_mod_mul_montgomery function to perform a modular multiplication of the second and third parameters using the BN_MONT_CTX structure and stores the result in the first parameter. The function then returns the result of this operation. If the BN_MONT_CTX pointer is null, the function adds an error message to the error queue using the ERR_put_error function and returns 0."
openssl-101u,O3,x86,ec_GFp_mont_field_sqr,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_mont_field_sqr@081e2ac0.c,"The function takes four arguments: an integer, a pointer to a BIGNUM structure (param_2), a pointer to another BIGNUM structure (param_3), and a pointer to a BN_CTX structure (param_4). It checks if the BN_MONT_CTX pointer stored at offset 0xa0 of the integer argument is not null. If it is not null, it uses BN_mod_mul_montgomery to compute the square of param_3 modulo the value stored in the BN_MONT_CTX pointer, and stores the result in param_2. If the BN_MONT_CTX pointer is null, the function generates an error using ERR_put_error and returns 0."
openssl-101u,O3,x86,ec_GFp_mont_group_init,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_mont_group_init@081e26d0.c,"The `ec_GFp_mont_group_init` function initializes a Montgomery elliptic curve group by calling the `ec_GFp_simple_group_init` function to initialize a simple elliptic curve group. It sets two variables to zero, likely used to store additional parameters specific to the Montgomery curve, and returns."
openssl-101u,O3,x86,ec_GFp_nist_field_mul,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_nist_field_mul@081e2e50.c,"The function takes four parameters: an integer, two BIGNUM pointers, and a BN_CTX pointer. It returns a boolean value. It first checks if any of the input parameters are null and adds an error message to the error queue if so. If the BN_CTX pointer is null, it creates a new BN_CTX object and uses it to multiply the two BIGNUMs pointed to by param_3 and param_4, storing the result in param_2. It then uses a function pointer stored at offset 0xa8 in the object pointed to by param_1 to perform a modular reduction of the result using a modulus stored at offset 0x48 in the same object. The function returns true if both operations succeed, false otherwise. If the BN_CTX pointer is not null, the function uses it to multiply the two BIGNUMs pointed to by param_3 and param_4, storing the result in param_2."
openssl-101u,O3,x86,ec_GFp_nist_group_copy,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_nist_group_copy@081e2c50.c,The function takes two integer parameters representing elliptic curve group structures. It copies a specific field from the second instance to the first and then calls another function to copy the remaining fields. The function returns after completing these operations.
openssl-101u,O3,x86,ec_GFp_nist_group_set_curve,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_nist_group_set_curve@081e2c70.c,"The function `ec_GFp_nist_group_set_curve` sets the curve parameters for a NIST elliptic curve over a finite field. It takes as input the curve parameters, including the prime modulus, and a BN_CTX object for temporary storage. If the BN_CTX object is not provided, it creates a new one. The function checks if the prime modulus matches one of the pre-defined NIST primes (192, 224, 256, 384, or 521 bits). If it does, it sets the appropriate modular reduction function and calls `ec_GFp_simple_group_set_curve` to set the curve parameters. If the prime modulus does not match any of the pre-defined primes, it returns an error. After setting the curve parameters, the function frees the BN_CTX object if it created one, and returns the result of `ec_GFp_simple_group_set_curve`."
openssl-101u,O3,x86,ec_GFp_simple_get_Jprojective_coordinates_GFp,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_get_Jprojective_coordinates_GFp@081e77c0.c,"The function takes in six parameters: an integer pointer, an integer, and four BIGNUM pointers. It returns a boolean value. 

The function checks if a certain value in the memory location pointed to by the first parameter is equal to zero. If it is, it checks if the second and third parameters are null or if they can be copied to the fourth and fifth parameters respectively using the BN_copy function. If the fourth parameter is not null, it copies the value from the memory location pointed to by the sixth parameter to the fourth parameter using the BN_copy function. It then returns true. 

If the value in the memory location pointed to by the first parameter is not zero, the function creates a new BN_CTX object if the sixth parameter is not null or assigns it to a new BN_CTX object. It then checks if the second and third parameters are null or if they can be assigned to the fourth and fifth parameters respectively using a function pointer located in the memory location pointed to by the first parameter."
openssl-101u,O3,x86,ec_GFp_simple_group_check_discriminant,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_group_check_discriminant@081e7990.c,"The function `ec_GFp_simple_group_check_discriminant` checks if the discriminant of an elliptic curve over a prime field is a square. It takes two parameters: `param_1` is a pointer to an array of integers representing the elliptic curve parameters, and `param_2` is a pointer to a BN_CTX structure used for temporary storage during the computation. If `param_2` is NULL, the function creates a new BN_CTX structure. It then allocates five BIGNUM variables for temporary storage. If `a` and `a_00` are not computed, the function calls a function pointer in `param_1` to compute them."
openssl-101u,O3,x86,ec_GFp_simple_group_clear_finish,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_group_clear_finish@081e7420.c,"The `ec_GFp_simple_group_clear_finish` function takes an integer parameter `param_1`, likely a pointer to an elliptic curve group data structure. It calls `BN_clear_free` on three BIGNUM pointers, which are offsets from `param_1` by 0x48, 0x74, and 0x88 bytes, respectively. This frees the memory allocated for the BIGNUMs and sets their values to zero. The function then returns."
openssl-101u,O3,x86,ec_GFp_simple_group_copy,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_group_copy@081e8570.c,"The function copies three BIGNUM structures and an undefined 4-byte value from one EC_GFp_simple_group structure to another. It copies the BIGNUMs at offsets 0x48, 0x74, and 0x88. If any BN_copy calls fail, the function returns 0; otherwise, it returns 1."
openssl-101u,O3,x86,ec_GFp_simple_group_get_degree,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_group_get_degree@081e7490.c,"The function takes an integer parameter that is a pointer to an elliptic curve group structure and calculates the degree of the group. It does this by calling the OpenSSL function BN_num_bits() on a BIGNUM structure within the group structure. The degree of the group is the number of bits in the order of the group, which is stored in the BIGNUM structure. The function does not return the degree value but simply calculates it and does nothing with it."
openssl-101u,O3,x86,ec_GFp_simple_group_set_curve,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_group_set_curve@081e8660.c,"The function ec_GFp_simple_group_set_curve sets the curve parameters for an elliptic curve group over a prime field. The function takes as input four BIGNUMs (large integers) representing the prime field modulus, the curve parameters a and b, and a BN_CTX (Big Number context) structure for temporary storage of intermediate results. The function returns an integer value indicating success or failure. The function first checks if the input prime field modulus is valid (i.e., greater than 2 and odd). If the modulus is invalid, the function returns failure. If a BN_CTX structure is not provided, the function creates a new one and initializes it. It then copies the prime field modulus into a temporary BIGNUM r and sets the sign of the curve parameter a to non-negative. The function then computes the remainder of the curve parameter b modulo the prime field modulus using BN_nnmod and stores the result in the curve parameter b. If the remainder computation fails, the function returns failure."
openssl-101u,O3,x86,ec_GFp_simple_invert,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_invert@081e9390.c,"The function checks if the input EC_POINT is at infinity or not using EC_POINT_is_at_infinity function. If the point is not at infinity and its Y-coordinate is not zero, it calculates the inverse of the point using BN_usub function. If the point is at infinity or its Y-coordinate is zero, it returns 1 (indicating failure)."
openssl-101u,O3,x86,EC_GFp_simple_method,./data/decomp/openssl-101u_x86_gcc_O3_extraction/EC_GFp_simple_method@081e9ed0.c,"The function returns a pointer to an unspecified EC_METHOD structure, which is stored in the variable ""ret_6816"". The calling convention is unknown, but the parameters passed to the function are stored in a locked storage location."
openssl-101u,O3,x86,ec_GFp_simple_point_copy,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_point_copy@081e85f0.c,"This function takes in two integer parameters and uses the BN_copy function to copy BIGNUM values from the second parameter to the first parameter for three different offsets. If all three copies are successful, it sets the value at offset 0x40 in the first parameter to the value at offset 0x40 in the second parameter and returns 1. If any of the copies fail, it returns 0."
openssl-101u,O3,x86,ec_GFp_simple_point_finish,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_point_finish@081e73f0.c,"The function `ec_GFp_simple_point_finish` takes an integer parameter `param_1`, which is likely a pointer to a structure representing an elliptic curve point. It frees three big number (BIGNUM) objects that are stored within the structure at specific offsets: one at offset +4, one at offset +0x18, and one at offset +0x2c. These BIGNUM objects likely represent the x-coordinate, y-coordinate, and z-coordinate of the point in a projective coordinate system. The purpose of freeing these BIGNUM objects is to release the memory that was allocated for them during the creation or manipulation of the elliptic curve point, preventing memory leaks and ensuring efficient memory usage. The function then simply returns without any further actions."
openssl-101u,O3,x86,ec_GFp_simple_point_get_affine_coordinates,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_point_get_affine_coordinates@081e7c00.c,"The function takes an integer pointer, an EC_POINT structure pointer, two BIGNUM pointers, and a BN_CTX pointer as input and returns a boolean value. It checks if the EC_POINT is at infinity and returns false with an error message if it is. It creates a new BN_CTX and allocates four BIGNUM variables from it if no BN_CTX pointer is provided. It checks if the EC_GROUP has a point multiplication function and computes the x-coordinate of the point and its square using it. It returns false if the multiplication fails. If the multiplication succeeds, it computes the inverse of the x-coordinate modulo the group order, and uses it to compute the y-coordinate and its product with the x-coordinate. It returns false if any of these computations fail. If all computations succeed, it copies the x and y coordinates to the provided BIGNUM pointers."
openssl-101u,O3,x86,ec_GFp_simple_point_set_affine_coordinates,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_point_set_affine_coordinates@081e88d0.c,"The function takes an elliptic curve group, an elliptic curve point, two big integers representing the affine coordinates of the point, and a BN_CTX structure. If the affine coordinates are not null pointers, the function sets the point's J-projective coordinates using the affine coordinates and a newly created BIGNUM with value 1, and returns the result. If the affine coordinates are null pointers, the function generates an error and returns 0."
openssl-101u,O3,x86,encode_gost_algor_params,./data/decomp/openssl-101u_x86_gcc_O3_extraction/encode_gost_algor_params@081d8c50.c,"The function takes an EVP_PKEY pointer as input and returns an ASN1_STRING pointer as output. It encodes the GOST algorithm parameters based on the type of the input key. If the input key is an EC key, it gets the curve name and encodes it along with the GOST OID (0x336) into the ASN1_STRING. If the input key is a R3410 key, it compares the key parameters with the predefined R3410 parameter sets and encodes the matching parameter set OID along with the GOST OID into the ASN1_STRING. If the encoding is successful, the function sets the type of the ASN1_STRING to 0x10 and returns it. If the encoding fails, it returns NULL. The function also frees any allocated memory before returning."
openssl-101u,O3,x86,general_allocate_boolean.constprop.5,./data/decomp/openssl-101u_x86_gcc_O3_extraction/general_allocate_boolean.constprop.5@08187cc0.c,"The function ""general_allocate_boolean_constprop_5"" takes in two character pointers (param_1 and param_2), an integer (param_3), and three more integers (param_4, param_5, and param_1_00). It checks if param_1 is NULL and returns -1 if so. If param_2 is not NULL, it loops through each character in param_1 and checks if it exists in param_2. If a character in param_1 is not found in param_2, it returns -1. If param_2 is found in param_1, the function checks if param_2_00 is equal to 0. If so, it returns -1. If not, it allocates memory for an integer pointer named ""ptr"" using CRYPTO_malloc."
openssl-101u,O3,x86,get_gost_engine_param,./data/decomp/openssl-101u_x86_gcc_O3_extraction/get_gost_engine_param@081db600.c,"The function takes an integer parameter named ""param_1"". If the parameter is not equal to zero, the function returns a null pointer. Otherwise, the function checks if the global variable ""gost_params"" is null. If it is, the function attempts to retrieve the value of the environment variable ""CRYPT_PARAMS"" using the getenv() function. If the environment variable is not set, the function returns a null pointer. Otherwise, the function allocates memory for a copy of the environment variable value using the BUF_strdup() function and assigns the copy to the ""gost_params"" variable. Finally, the function returns the value of the ""gost_params"" variable."
openssl-101u,O3,x86,gost2001_param_encode,./data/decomp/openssl-101u_x86_gcc_O3_extraction/gost2001_param_encode@081d7f80.c,The function extracts the EC_GROUP object from an EVP_PKEY object that contains an EC_KEY object. It then retrieves the curve name using EC_GROUP_get_curve_name() and converts it to an ASN1_OBJECT using OBJ_nid2obj(). The resulting ASN1_OBJECT is encoded into binary format using i2d_ASN1_OBJECT() and stored in the param_2 pointer for use in cryptographic operations.
