src,f_name,succs,n_num,features,sw,op,arch,file_name
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,ec_GFp_simple_point_set_affine_coordinates,"[[], [0, 3], [1, 3], []]",4,"[[3, 0, 0, 3, 2, 14, 0, 2], [0, 0, 2, 0, 0, 2, 1, 1], [1, 0, 3, 1, 0, 7, 1, 1], [7, 1, 0, 3, 1, 13, 1, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_simple_point_set_affine_coordinates@081e88d0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,encode_gost_algor_params,"[[], [0, 4], [20], [2, 19], [], [9, 7], [5, 21], [8, 10], [3], [3], [13, 14], [14], [11, 15], [15], [16], [18, 12], [20], [16], [17, 3], [1], [1], [20], [21, 6]]",23,"[[1, 0, 0, 1, 0, 6, 0, 0], [2, 0, 2, 2, 1, 8, 1, 2], [2, 1, 4, 0, 0, 4, 0, 1], [3, 0, 6, 2, 3, 17, 1, 4], [0, 0, 0, 0, 1, 1, 0, 1], [3, 0, 19, 2, 1, 6, 0, 2], [0, 0, 21, 0, 0, 2, 1, 1], [1, 0, 17, 0, 0, 2, 0, 1], [0, 0, 7, 0, 0, 1, 1, 0], [2, 0, 7, 2, 3, 9, 0, 4], [2, 0, 15, 2, 2, 10, 1, 3], [0, 0, 6, 0, 0, 1, 0, 0], [1, 0, 14, 1, 0, 4, 1, 1], [0, 1, 14, 0, 0, 2, 0, 1], [2, 0, 5, 2, 1, 4, 0, 1], [2, 0, 14, 2, 2, 13, 1, 3], [2, 1, 4, 0, 0, 4, 0, 0], [0, 0, 5, 0, 0, 1, 0, 1], [2, 0, 9, 2, 1, 7, 1, 2], [1, 0, 3, 0, 0, 1, 0, 0], [2, 0, 3, 1, 2, 7, 1, 3], [2, 1, 4, 0, 0, 4, 0, 1], [1, 0, 22, 1, 2, 15, 2, 3]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/encode_gost_algor_params@081d8c50.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,general_allocate_boolean.constprop.5,"[[1, 14], [0, 6], [4, 15], [2, 15], [8, 9], [1, 23], [1, 14], [3, 22], [16], [8, 10], [8], [21], [19, 11], [22], [17, 13], [16], [], [20, 7], [21], [18, 5], [22], [22], [], [14]]",24,"[[1, 0, 17, 1, 0, 4, 1, 1], [2, 0, 17, 2, 1, 7, 1, 2], [0, 0, 6, 0, 1, 7, 1, 2], [1, 0, 7, 0, 0, 15, 3, 1], [1, 0, 4, 0, 0, 2, 1, 1], [0, 0, 18, 0, 0, 5, 1, 1], [7, 1, 17, 3, 1, 12, 1, 2], [4, 1, 9, 2, 1, 9, 1, 2], [3, 0, 1, 2, 1, 6, 0, 2], [3, 0, 3, 2, 1, 8, 0, 2], [2, 0, 2, 2, 3, 17, 0, 4], [2, 0, 2, 1, 0, 3, 0, 1], [1, 0, 23, 1, 0, 11, 1, 1], [6, 1, 1, 2, 1, 9, 0, 2], [0, 0, 13, 0, 0, 2, 1, 1], [2, 0, 1, 3, 1, 13, 2, 1], [1, 0, 0, 1, 0, 6, 0, 0], [0, 0, 11, 0, 0, 3, 1, 1], [2, 0, 2, 1, 0, 2, 0, 0], [0, 0, 21, 0, 0, 2, 1, 1], [6, 1, 1, 2, 1, 9, 0, 2], [4, 1, 1, 1, 1, 6, 0, 1], [2, 0, 0, 1, 0, 7, 0, 0], [0, 0, 14, 0, 0, 1, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/general_allocate_boolean.constprop.5@08187cc0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,get_gost_engine_param,"[[2, 4], [0, 5], [], [1, 2], [5], []]",6,"[[2, 1, 3, 2, 1, 6, 1, 2], [0, 0, 4, 0, 0, 3, 1, 1], [1, 0, 0, 1, 0, 3, 1, 0], [1, 0, 5, 1, 0, 4, 1, 1], [2, 0, 1, 2, 1, 6, 0, 2], [1, 0, 0, 1, 0, 2, 0, 0]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/get_gost_engine_param@081db600.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,gost2001_param_encode,"[[1], []]",2,"[[2, 0, 1, 2, 4, 16, 0, 5], [0, 0, 0, 0, 0, 0, 0, 0]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/gost2001_param_encode@081d7f80.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,gost_cipher_cleanup,[[]],1,"[[5, 0, 0, 3, 1, 12, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/gost_cipher_cleanup@081da1a0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,gost_cipher_ctl,"[[8, 4], [0, 7], [], [2], [2], [2], [9, 3], [5, 6], [], []]",10,"[[2, 0, 3, 2, 1, 8, 1, 2], [2, 0, 9, 1, 0, 4, 0, 1], [1, 0, 0, 1, 0, 2, 0, 0], [0, 0, 1, 0, 0, 2, 1, 1], [5, 1, 1, 1, 1, 8, 0, 2], [5, 1, 1, 1, 1, 7, 0, 1], [0, 0, 3, 0, 0, 3, 1, 1], [1, 0, 5, 0, 0, 2, 0, 1], [2, 0, 0, 1, 0, 3, 0, 0], [3, 0, 0, 1, 0, 5, 0, 0]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/gost_cipher_ctl@081da6f0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,gost_cipher_do_cnt,"[[34], [0, 7], [16], [2, 12], [34], [1, 4], [18, 31], [33, 6], [34], [8, 5], [9, 13], [32, 10], [28, 20], [34], [24, 14], [14], [23, 15], [16], [27, 19], [34], [28, 21], [26], [], [29, 22], [30, 22], [26, 28], [25, 28], [34], [17, 34], [11], [11], [34], [34], [34], []]",35,"[[1, 0, 1, 0, 0, 2, 0, 1], [1, 0, 9, 1, 0, 7, 1, 0], [1, 0, 26, 0, 0, 2, 1, 0], [1, 0, 34, 1, 0, 11, 1, 1], [1, 0, 1, 0, 0, 2, 0, 1], [1, 0, 11, 1, 0, 7, 1, 0], [1, 0, 5, 1, 0, 7, 1, 0], [1, 0, 7, 1, 0, 7, 1, 0], [1, 0, 1, 0, 0, 2, 0, 1], [1, 0, 13, 1, 0, 7, 1, 0], [1, 0, 15, 1, 0, 7, 1, 0], [1, 0, 17, 1, 0, 7, 1, 0], [1, 0, 32, 0, 0, 3, 1, 1], [1, 0, 1, 0, 0, 2, 0, 1], [2, 0, 22, 2, 1, 34, 8, 2], [0, 0, 22, 0, 0, 2, 0, 0], [0, 0, 25, 0, 0, 7, 0, 0], [1, 0, 26, 0, 0, 4, 0, 1], [1, 0, 3, 1, 0, 7, 1, 0], [1, 0, 1, 0, 0, 5, 1, 1], [0, 0, 31, 0, 0, 3, 1, 1], [0, 0, 30, 0, 0, 2, 0, 1], [3, 0, 0, 1, 0, 8, 0, 0], [0, 0, 20, 0, 0, 2, 0, 0], [0, 0, 20, 0, 0, 3, 0, 1], [0, 0, 30, 0, 0, 2, 0, 0], [5, 0, 30, 4, 0, 9, 1, 0], [1, 0, 1, 0, 0, 2, 0, 1], [1, 0, 27, 0, 0, 2, 0, 1], [0, 0, 18, 0, 1, 7, 0, 2], [0, 0, 18, 0, 1, 5, 0, 1], [1, 0, 1, 0, 0, 2, 0, 1], [1, 0, 1, 0, 0, 2, 0, 1], [1, 0, 1, 0, 0, 2, 0, 1], [2, 0, 0, 1, 0, 8, 0, 0]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/gost_cipher_do_cnt@081da310.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,gost_cipher_init,"[[18, 3], [0, 11], [19], [2, 10], [2, 6], [17], [4, 5], [1, 11], [16, 7], [4], [9, 17], [17], [19], [12, 14], [12], [13], [13, 15], [16], [19], []]",20,"[[2, 0, 15, 2, 1, 7, 1, 2], [1, 0, 17, 0, 0, 2, 0, 1], [4, 1, 1, 1, 1, 8, 1, 2], [0, 0, 13, 0, 0, 3, 1, 1], [1, 0, 11, 1, 0, 4, 1, 1], [0, 0, 7, 0, 0, 2, 0, 1], [0, 0, 11, 0, 0, 3, 0, 1], [3, 0, 18, 2, 1, 6, 1, 2], [1, 0, 19, 1, 0, 12, 1, 1], [0, 0, 11, 0, 0, 3, 0, 1], [0, 1, 12, 0, 0, 4, 0, 1], [0, 1, 7, 0, 0, 5, 0, 0], [5, 0, 1, 4, 2, 11, 0, 2], [0, 0, 3, 0, 0, 3, 1, 1], [3, 0, 2, 3, 2, 10, 0, 2], [3, 0, 4, 3, 1, 6, 0, 1], [0, 0, 5, 0, 0, 2, 1, 1], [3, 0, 6, 2, 1, 13, 0, 2], [4, 1, 1, 1, 1, 8, 1, 2], [1, 0, 0, 1, 0, 6, 0, 0]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/gost_cipher_init@081db320.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,GOST_CIPHER_PARAMS_new,[[]],1,"[[3, 0, 0, 2, 1, 5, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/GOST_CIPHER_PARAMS_new@081d9f00.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,gost_imit_final,"[[11], [0, 8], [0, 6], [13, 14], [3, 14], [1, 2], [1], [4], [4, 7], [16, 15], [9], [9], [10, 5], [14], [11], [], []]",17,"[[0, 0, 4, 0, 0, 1, 0, 0], [0, 0, 11, 0, 0, 3, 1, 1], [0, 0, 13, 0, 0, 3, 1, 1], [1, 0, 6, 0, 0, 2, 0, 1], [0, 0, 7, 0, 0, 4, 1, 1], [0, 0, 14, 0, 0, 3, 1, 1], [5, 0, 12, 2, 1, 9, 0, 1], [4, 0, 8, 3, 1, 9, 0, 1], [1, 0, 9, 0, 0, 2, 0, 1], [0, 0, 2, 0, 0, 3, 1, 1], [4, 1, 3, 1, 1, 9, 0, 2], [4, 0, 3, 2, 1, 7, 0, 1], [1, 0, 16, 1, 0, 14, 2, 1], [2, 0, 5, 2, 1, 7, 0, 2], [4, 0, 4, 3, 1, 12, 1, 2], [1, 0, 0, 1, 0, 6, 0, 0], [0, 0, 0, 0, 1, 1, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/gost_imit_final@081dafc0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,gost_imit_init_cpa,[[]],1,"[[11, 0, 0, 2, 1, 16, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/gost_imit_init_cpa@081da680.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,GOST_KEY_PARAMS_new,[[]],1,"[[3, 0, 0, 2, 1, 5, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/GOST_KEY_PARAMS_new@081d9e80.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,GOST_KEY_TRANSPORT_free,[[]],1,"[[2, 1, 0, 2, 1, 6, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/GOST_KEY_TRANSPORT_free@081d9d20.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,gost_param_free,"[[], [0, 2], [0]]",3,"[[0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 2, 0, 0, 3, 1, 1], [3, 0, 1, 2, 1, 5, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/gost_param_free@081db560.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,hash_step,"[[2, 21], [0, 1], [], [14], [19, 3], [16], [9, 5], [13], [7], [7], [1], [10], [10], [4, 13], [17, 12], [14], [16, 8], [18], [18, 11], [20], [20, 15], []]",22,"[[1, 0, 2, 0, 0, 21, 1, 1], [6, 0, 4, 4, 1, 29, 11, 2], [1, 0, 0, 1, 0, 6, 0, 0], [0, 0, 10, 0, 0, 19, 8, 0], [1, 0, 14, 0, 0, 3, 1, 1], [0, 0, 19, 0, 0, 4, 1, 0], [2, 0, 21, 1, 0, 15, 3, 1], [90, 0, 16, 10, 11, 642, 42, 11], [0, 0, 17, 0, 0, 1, 0, 1], [0, 0, 17, 0, 0, 24, 8, 0], [1, 0, 4, 0, 0, 6, 0, 0], [0, 0, 5, 0, 0, 1, 0, 1], [0, 0, 5, 0, 0, 17, 8, 0], [6, 0, 16, 4, 1, 30, 11, 2], [6, 0, 9, 3, 1, 31, 12, 2], [0, 0, 10, 0, 0, 1, 0, 1], [2, 0, 19, 1, 0, 6, 1, 1], [0, 0, 7, 0, 0, 3, 1, 0], [2, 0, 7, 1, 0, 5, 1, 1], [0, 0, 12, 0, 0, 3, 1, 0], [2, 0, 12, 1, 0, 5, 1, 1], [0, 0, 0, 0, 1, 1, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/hash_step@081db6d0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,hwcrhk_init,"[[13, 14], [0, 13], [30], [2], [2], [20, 13], [5, 13], [16, 15], [15, 7], [8, 15], [9, 15], [10, 13], [4], [4, 12], [26, 13], [27, 22], [15], [25, 19], [17, 23], [3, 21], [11, 13], [3], [24, 34], [32, 33], [34], [1, 13], [13, 6], [35, 28], [35], [34], [29, 31], [29], [30], [32], [], [30]]",36,"[[2, 1, 25, 2, 1, 8, 1, 2], [2, 1, 26, 2, 1, 8, 1, 2], [3, 1, 4, 1, 1, 7, 0, 2], [2, 0, 5, 1, 0, 3, 0, 1], [2, 0, 5, 1, 0, 2, 0, 0], [2, 1, 21, 2, 1, 8, 1, 2], [2, 1, 22, 2, 1, 8, 1, 2], [0, 0, 11, 0, 1, 3, 1, 2], [0, 0, 12, 0, 1, 3, 1, 2], [0, 0, 13, 0, 1, 3, 1, 2], [0, 0, 14, 0, 0, 14, 1, 1], [2, 1, 19, 2, 1, 9, 1, 2], [0, 0, 6, 0, 1, 3, 0, 2], [0, 0, 7, 0, 0, 3, 1, 1], [2, 1, 24, 2, 1, 8, 1, 2], [0, 0, 9, 0, 1, 3, 1, 2], [4, 0, 10, 0, 0, 5, 0, 1], [4, 1, 31, 1, 1, 13, 2, 2], [1, 0, 35, 1, 0, 8, 1, 1], [0, 0, 7, 0, 0, 3, 1, 1], [2, 1, 20, 2, 1, 8, 1, 2], [0, 0, 6, 0, 1, 2, 0, 1], [2, 0, 2, 0, 0, 3, 0, 1], [0, 0, 6, 0, 0, 3, 1, 1], [7, 0, 1, 2, 1, 10, 0, 2], [2, 1, 27, 2, 1, 8, 1, 2], [2, 1, 23, 2, 1, 8, 1, 2], [0, 0, 6, 0, 0, 3, 1, 1], [0, 0, 5, 0, 1, 2, 0, 1], [10, 0, 1, 0, 0, 11, 1, 0], [0, 0, 3, 0, 0, 3, 1, 1], [2, 0, 2, 2, 1, 4, 0, 1], [5, 1, 4, 2, 1, 8, 0, 1], [0, 0, 5, 0, 1, 3, 0, 2], [1, 0, 0, 1, 0, 7, 0, 0], [5, 1, 4, 2, 1, 9, 0, 2]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/hwcrhk_init@081a16a0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,i2d_GOST_KEY_AGREEMENT_INFO,[[]],1,"[[3, 0, 0, 2, 1, 7, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/i2d_GOST_KEY_AGREEMENT_INFO@081d9de0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,i2d_GOST_KEY_TRANSPORT,[[]],1,"[[2, 1, 0, 2, 1, 7, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/i2d_GOST_KEY_TRANSPORT@081d9ce0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,load_pkcs12.constprop.4,"[[4], [0, 13], [5], [2, 10], [14, 15], [4], [5], [8, 6], [5], [8], [11, 7], [7], [9, 3], [9, 12], [], []]",16,"[[3, 0, 3, 2, 1, 8, 1, 2], [3, 0, 15, 2, 1, 21, 2, 2], [3, 0, 4, 2, 1, 8, 1, 2], [3, 1, 10, 1, 1, 12, 2, 2], [0, 0, 2, 0, 0, 4, 1, 1], [2, 0, 3, 2, 1, 4, 0, 1], [3, 0, 4, 2, 1, 8, 1, 2], [2, 0, 6, 2, 1, 8, 1, 2], [3, 0, 4, 2, 1, 9, 0, 1], [1, 0, 5, 0, 0, 1, 0, 0], [1, 0, 8, 0, 0, 2, 0, 1], [1, 0, 7, 0, 0, 1, 0, 0], [4, 0, 12, 2, 1, 8, 1, 2], [4, 0, 13, 2, 1, 9, 1, 2], [0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 0, 1, 0, 6, 0, 0]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/load_pkcs12.constprop.4@0807a4c0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,MOD_EXP_CTIME_COPY_FROM_PREBUF,"[[3], [0, 5], [0, 13], [4, 14], [3, 14], [24, 20], [8, 12], [8, 6], [9, 11], [17, 21], [13], [17, 10], [], [18, 15], [16], [2], [], [16], [22], [1, 19], [19], [24, 23], [2, 22], [20], [1]]",25,"[[1, 0, 4, 1, 0, 6, 0, 0], [1, 0, 10, 2, 0, 10, 0, 1], [1, 0, 10, 2, 0, 9, 0, 1], [0, 0, 4, 0, 0, 3, 1, 1], [1, 0, 4, 1, 0, 2, 0, 1], [0, 0, 10, 0, 0, 3, 1, 1], [2, 0, 23, 2, 1, 7, 1, 2], [1, 0, 24, 1, 0, 11, 0, 1], [2, 0, 21, 1, 0, 6, 0, 1], [7, 0, 13, 5, 0, 43, 9, 1], [1, 0, 10, 0, 0, 7, 0, 0], [0, 0, 12, 0, 0, 3, 1, 1], [1, 0, 0, 1, 0, 7, 1, 0], [0, 0, 10, 0, 0, 2, 1, 1], [1, 0, 1, 0, 0, 3, 0, 0], [0, 0, 10, 0, 0, 2, 1, 1], [1, 0, 0, 1, 0, 6, 0, 0], [1, 0, 1, 0, 0, 5, 0, 1], [0, 0, 10, 0, 0, 3, 2, 0], [4, 0, 10, 6, 0, 29, 11, 1], [1, 0, 10, 0, 0, 5, 1, 0], [2, 0, 11, 1, 0, 12, 1, 1], [3, 0, 10, 2, 0, 13, 4, 1], [0, 0, 10, 0, 0, 2, 0, 0], [1, 0, 10, 0, 0, 2, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/MOD_EXP_CTIME_COPY_FROM_PREBUF@080f1a40.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,padlock_init,"[[2], [0, 2], []]",3,"[[0, 0, 1, 0, 0, 4, 2, 0], [1, 0, 2, 0, 0, 4, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/padlock_init@081a8550.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,padlock_rand_bytes,"[[10], [0, 12], [0], [0, 4], [0, 14], [0, 15], [0, 19], [0, 21], [0], [1, 17], [20, 13], [10], [2, 14], [], [3, 5], [17, 3], [18, 11], [16], [8, 6], [18, 7], [], [16]]",22,"[[0, 0, 3, 0, 0, 1, 1, 0], [1, 0, 20, 0, 0, 5, 2, 1], [0, 0, 4, 0, 0, 1, 0, 1], [1, 0, 18, 0, 0, 4, 1, 1], [1, 0, 18, 0, 0, 2, 1, 1], [1, 0, 18, 0, 0, 2, 0, 1], [1, 0, 12, 0, 0, 2, 1, 1], [1, 0, 12, 0, 0, 2, 0, 1], [0, 0, 4, 0, 0, 2, 0, 0], [2, 0, 21, 1, 0, 10, 1, 1], [0, 0, 2, 0, 0, 3, 1, 1], [2, 0, 3, 0, 0, 3, 0, 1], [1, 0, 19, 0, 0, 3, 2, 1], [1, 0, 0, 1, 0, 4, 0, 0], [1, 0, 18, 0, 0, 2, 1, 1], [3, 0, 18, 2, 0, 4, 0, 1], [0, 0, 12, 0, 0, 2, 1, 1], [1, 0, 12, 0, 0, 3, 0, 1], [1, 0, 12, 0, 0, 3, 1, 1], [1, 0, 12, 0, 0, 2, 1, 1], [0, 0, 0, 0, 1, 1, 0, 1], [2, 0, 12, 2, 0, 4, 0, 0]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/padlock_rand_bytes@081a7660.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,param_copy_gost94,"[[11, 7], [0, 2], [], [9], [9, 3], [], [8, 5], [5], [5], [10, 6], [6], [12, 13], [13], [4, 14], [4]]",15,"[[0, 0, 12, 0, 0, 2, 1, 1], [2, 0, 14, 2, 4, 22, 0, 5], [5, 1, 0, 2, 1, 14, 1, 1], [2, 0, 5, 2, 1, 4, 0, 1], [2, 0, 6, 2, 1, 8, 1, 2], [1, 0, 0, 1, 0, 7, 0, 0], [3, 0, 2, 2, 1, 9, 1, 2], [4, 1, 1, 1, 1, 7, 0, 2], [2, 0, 1, 2, 1, 4, 0, 1], [2, 0, 4, 2, 1, 8, 1, 2], [2, 0, 3, 2, 1, 4, 0, 1], [0, 0, 10, 0, 0, 2, 1, 1], [3, 0, 9, 3, 3, 12, 0, 4], [0, 0, 8, 0, 0, 3, 1, 1], [2, 0, 7, 2, 1, 4, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/param_copy_gost94@081d82c0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,param_print_gost01,"[[2], [0, 2], []]",3,"[[5, 0, 1, 3, 2, 10, 0, 2], [4, 0, 2, 3, 4, 19, 1, 5], [1, 0, 0, 1, 0, 4, 0, 0]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/param_print_gost01@081d86e0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,param_print_gost94,"[[1, 6], [0, 3], [8, 7], [2], [2], [9, 4], [4], [], [], [1]]",10,"[[1, 0, 8, 1, 0, 4, 1, 1], [2, 0, 8, 2, 2, 12, 1, 3], [6, 0, 2, 3, 3, 17, 1, 4], [2, 0, 3, 2, 1, 6, 0, 2], [2, 0, 3, 2, 1, 5, 1, 1], [2, 0, 9, 2, 2, 18, 2, 3], [0, 0, 4, 0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 6, 0, 0], [0, 0, 0, 0, 1, 1, 0, 1], [0, 1, 8, 0, 0, 3, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/param_print_gost94@081d8750.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,pkey_ctrl_gost,"[[1, 2], [11], [1, 5, 12, 13, 14, 15], [11], [17, 3], [9, 6], [11], [4], [4], [17, 10], [16], [18, 20], [8, 11], [11], [11, 7], [19, 11], [11], [11], [], [17, 21], [], [16]]",22,"[[2, 0, 21, 1, 0, 13, 1, 1], [1, 0, 3, 0, 0, 2, 0, 1], [0, 0, 20, 0, 0, 1, 0, 1], [4, 0, 3, 2, 2, 10, 0, 3], [5, 0, 5, 2, 2, 11, 1, 3], [1, 0, 8, 0, 0, 4, 1, 1], [0, 0, 3, 0, 0, 1, 0, 0], [5, 0, 6, 1, 2, 16, 0, 3], [4, 0, 6, 1, 2, 13, 0, 2], [1, 0, 6, 0, 1, 6, 1, 2], [2, 0, 4, 0, 1, 7, 0, 2], [0, 0, 2, 0, 0, 4, 1, 1], [1, 0, 7, 0, 0, 4, 1, 1], [2, 0, 3, 0, 0, 3, 0, 1], [1, 0, 7, 0, 0, 4, 1, 1], [1, 0, 7, 0, 0, 4, 1, 1], [2, 0, 3, 1, 2, 10, 0, 3], [1, 0, 3, 0, 0, 2, 0, 1], [1, 0, 0, 1, 0, 6, 0, 0], [0, 0, 6, 0, 1, 5, 1, 2], [0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 4, 1, 1, 5, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/pkey_ctrl_gost@081d90e0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,pkey_free_gost94,"[[], [0, 3], [], [2]]",4,"[[0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 3, 0, 0, 4, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 2, 0, 1]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/pkey_free_gost94@081d86c0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101u_x86_gcc_O3.ida,priv_encode_gost,"[[1, 11], [8, 7], [1], [2], [10, 3], [9, 10], [10, 5], [], [], [2], [2], [4, 6]]",12,"[[3, 0, 11, 2, 3, 23, 3, 4], [0, 0, 2, 0, 0, 3, 1, 1], [6, 0, 3, 3, 4, 25, 0, 4], [2, 0, 4, 2, 1, 5, 0, 2], [2, 0, 6, 2, 1, 6, 1, 2], [2, 0, 6, 2, 1, 6, 1, 2], [1, 0, 7, 0, 0, 2, 0, 1], [0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 0, 1, 0, 6, 0, 0], [0, 0, 4, 0, 0, 2, 0, 1], [0, 0, 4, 0, 0, 1, 1, 0], [3, 0, 10, 2, 1, 6, 0, 2]]",openssl-101u,O3,x86,./data/decomp/openssl-101u_x86_gcc_O3_extraction/priv_encode_gost@081d9420.c
